date,title,link,price,bedroom,sqft,neighborhood,bathroom,amenities
Jan 18,Logan T Stop at your door,https://pittsburgh.craigslist.org/apa/d/bethel-park-logan-stop-at-your-door/7573914865.html,$899,1br,,Bethel Park,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,"Prime Location, Even Better Apartment",https://pittsburgh.craigslist.org/apa/d/bethel-park-prime-location-even-better/7573116387.html,$849,1br,,Bethel Park,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,We Have that AWESOME 1 Bedroom for you!,https://pittsburgh.craigslist.org/apa/d/bethel-park-we-have-that-awesome/7573133656.html,$849,1br,,Bethel Park,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,Unbeatable Location! Even Better 1 Bedroom Apartment,https://pittsburgh.craigslist.org/apa/d/bethel-park-unbeatable-location-even/7573890713.html,$950,1br,,Bethel Park,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,You're Gonna💕LOVE💕 it here!!! $99 Deposit,https://pittsburgh.craigslist.org/apa/d/bethel-park-youre-gonnalove-it-here-99/7573884175.html,$950,1br,,Bethel Park,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,Your New Address is Waiting!,https://pittsburgh.craigslist.org/apa/d/bethel-park-your-new-address-is-waiting/7573888887.html,$950,1br,,Bethel Park,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,🚌🚙Easy Commute to Downtown🚙 🚌,https://pittsburgh.craigslist.org/apa/d/bethel-park-easy-commute-to-downtown/7576267296.html,$899,1br,,Bethel Park,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,Fall in LOVE 💗 With this 1 bedroom apartment!,https://pittsburgh.craigslist.org/apa/d/bethel-park-fall-in-love-with-this/7576267342.html,$799,1br,,Bethel Park,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,"Don't Wait, ☎️ Today $99 Deposit Special",https://pittsburgh.craigslist.org/apa/d/bethel-park-dont-wait-today-99-deposit/7576267305.html,$899,1br,,Bethel Park,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,$99 Deposit Special🔥Huge Savings💰,https://pittsburgh.craigslist.org/apa/d/bethel-park-99-deposit-specialhuge/7573924861.html,$849,1br,,Bethel Park,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,"Don't Wait, ☎️ Today $99 Deposit Special",https://pittsburgh.craigslist.org/apa/d/bethel-park-dont-wait-today-99-deposit/7573146302.html,$849,1br,,Bethel Park,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,💥Best Bargain in Bethel💥$99 Deposit 💥,https://pittsburgh.craigslist.org/apa/d/bethel-park-best-bargain-in-bethel99/7576267358.html,$799,1br,,Bethel Park,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,💥Best Bargain in Bethel💥,https://pittsburgh.craigslist.org/apa/d/bethel-park-best-bargain-in-bethel/7573146363.html,$849,1br,,Bethel Park,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,STOP!!🛑 Check out this awesome 1BR,https://pittsburgh.craigslist.org/apa/d/bethel-park-stop-check-out-this-awesome/7573146989.html,$849,1br,,Bethel Park,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,Cheers to a new YOU with a new home,https://pittsburgh.craigslist.org/apa/d/bethel-park-cheers-to-new-you-with-new/7573881268.html,$950,1br,,Bethel Park,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,Everything you’ve been dreaming of is here. Lease today!,https://pittsburgh.craigslist.org/apa/d/bethel-park-everything-youve-been/7573872402.html,$950,1br,,Bethel Park,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,"Prime Location, Even Better Apartment",https://pittsburgh.craigslist.org/apa/d/bethel-park-prime-location-even-better/7573146658.html,$849,1br,,Bethel Park,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,💥Best Bargain in Bethel💥,https://pittsburgh.craigslist.org/apa/d/bethel-park-best-bargain-in-bethel/7573881197.html,$950,1br,,Bethel Park,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,Hurry⚡️this won't last!! $99 Deposit!,https://pittsburgh.craigslist.org/apa/d/south-park-hurrythis-wont-last-99/7573881322.html,"$1,049",1br,,South Park,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,Warm Up with Our Hot Specials,https://pittsburgh.craigslist.org/apa/d/bethel-park-warm-up-with-our-hot/7573877613.html,$950,1br,,Bethel Park,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,You're Gonna💕LOVE💕 it here!!! $99 Deposit,https://pittsburgh.craigslist.org/apa/d/bethel-park-youre-gonnalove-it-here-99/7573872221.html,$950,1br,,Bethel Park,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,Fall in LOVE 💗 Awesome 1 bedroom w/ den!,https://pittsburgh.craigslist.org/apa/d/south-park-fall-in-love-awesome-bedroom/7573108855.html,"$1,049",1br,,South Park,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,"New Year, New You in a New Place",https://pittsburgh.craigslist.org/apa/d/south-park-new-year-new-you-in-new-place/7573929693.html,$899,1br,,Bethel Park,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,"Don't Wait, ☎️ Today $99 Deposit Special",https://pittsburgh.craigslist.org/apa/d/south-park-dont-wait-today-99-deposit/7574049699.html,$899,1br,,Bethel Park,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,$99 Deposit Special🔥Huge Savings💰,https://pittsburgh.craigslist.org/apa/d/pittsburgh-99-deposit-specialhuge/7571285295.html,"$1,049",2br,,Baldwin,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,Fall in LOVE 💗 With this 1 bedroom apartment!,https://pittsburgh.craigslist.org/apa/d/south-park-fall-in-love-with-this/7573100003.html,"$1,049",1br,,South Park,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,"Stunning 1 Bedroom, $99 Deposit Special",https://pittsburgh.craigslist.org/apa/d/pittsburgh-stunning-bedroom-99-deposit/7572137962.html,$879,1br,,Baldwin,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,"Don't Wait, ☎️ Today $99 Deposit Special",https://pittsburgh.craigslist.org/apa/d/south-park-dont-wait-today-99-deposit/7573109190.html,"$1,049",1br,,South Park,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,🚌🚙Easy Commute to Downtown🚙 🚌,https://pittsburgh.craigslist.org/apa/d/south-park-easy-commute-to-downtown/7573102373.html,"$1,149",2br,,South Park,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,Stunning 1 Bedroom 🌈 $99 Deposit,https://pittsburgh.craigslist.org/apa/d/south-park-stunning-bedroom-99-deposit/7573888954.html,"$1,049",1br,,South Park,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,$99 Deposit Special🔥Huge Savings💰,https://pittsburgh.craigslist.org/apa/d/south-park-99-deposit-specialhuge/7573872287.html,$819,1br,,Bethel Park,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
