date,title,link,price,bedroom,sqft,neighborhood,bathroom,amenities
1/16,Up to $500.00 off! Call us today!,https://spokane.craigslist.org/apa/d/spokane-up-to-off-call-us-today/7579139502.html,"$1,440",2br,857,Spokane Valley,1,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'carport', 'rent period: monthly', 'wheelchair accessible']"
1/16,"Courtyard, Gym, Cable Ready, On-Site Maintenance",https://spokane.craigslist.org/apa/d/spokane-courtyard-gym-cable-ready-on/7579139101.html,"$1,200",2br,740,Browne’s Addition,1,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site', 'no smoking', 'off-street parking', 'rent period: monthly', 'wheelchair accessible']"
1/16,Pet Friendly🐕Garage Included🏘️Clubhouse🏊Pool,https://spokane.craigslist.org/apa/d/spokane-pet-friendlygarage/7576618667.html,"$1,645",3br,1200,,2,"['air conditioning', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'detached garage', 'rent period: monthly']"
1/16,Tour Today To Reserve Your New Home! 🎉🎉🎉,https://spokane.craigslist.org/apa/d/spokane-tour-today-to-reserve-your-new/7577387612.html,"$1,645",3br,1200,,2,"['open house dates', 'monday 2023-01-16', 'tuesday 2023-01-17']"
1/16,"Wood Flooring, Off The Leash Dog Park, Gated Community, Built in Desk*",https://spokane.craigslist.org/apa/d/spokane-wood-flooring-off-the-leash-dog/7579136307.html,"$1,332",2br,889,Spokane Valley,1,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'off-street parking', 'rent period: monthly', 'wheelchair accessible']"
1/16,"Detached Garage, Reserved Parking, Unbeatable Amenities",https://spokane.craigslist.org/apa/d/spokane-detached-garage-reserved/7578137239.html,"$1,645",3br,1200,,2,"['air conditioning', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'detached garage', 'rent period: monthly']"
1/16,*See Special* Studio Home Available at Beau West Apartments!,https://spokane.craigslist.org/apa/d/spokane-see-special-studio-home/7578464392.html,"$1,300",0br,604,,1,"['EV charging', 'air conditioning', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'off-street parking', 'rent period: monthly']"
1/16,"Brownes Addition, Downtown-secure, quiet off st prkg, hrdwds",https://spokane.craigslist.org/apa/d/spokane-brownes-addition-downtown/7576613736.html,"$1,495",2br,,B,2,"['application fee details: $65', 'apartment', 'w/d in unit', 'off-street parking', 'rent period: monthly']"
1/16,"Brownes Addition Downtown-secure,clean,off st prkg,quiet",https://spokane.craigslist.org/apa/d/spokane-brownes-addition-downtown/7573231364.html,"$1,150",1br,,Brownes Addition,1,"['application fee details: $65', 'apartment', 'laundry in bldg', 'off-street parking', 'rent period: monthly']"
1/16,"Brownes Addition Downtown-secure,clean,off st prkg,quiet",https://spokane.craigslist.org/apa/d/spokane-brownes-addition-downtown/7573231634.html,"$1,695",2br,,Brownes Addition,1,"['application fee details: $65', 'apartment', 'w/d in unit', 'off-street parking', 'rent period: monthly']"
1/16,Now Leasing 🌟 Stunning 3-Bedroom Home 📣,https://spokane.craigslist.org/apa/d/spokane-now-leasing-stunning-bedroom/7577028310.html,"$1,645",3br,1200,,2,"['air conditioning', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'detached garage', 'rent period: monthly']"
1/16,"Walk-in Closets*, Washer and dryer, 24-hour Fitness Center",https://spokane.craigslist.org/apa/d/spokane-walk-in-closets-washer-and/7579130091.html,"$1,345",2br,931,Spokane Valley,1,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'no parking', 'rent period: monthly']"
1/16,"Plank Flooring Throughout, White Quartz Countertops",https://spokane.craigslist.org/apa/d/spokane-plank-flooring-throughout-white/7579117067.html,"$1,635",2br,573,University District,1,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'off-street parking', 'rent period: monthly', 'wheelchair accessible']"
1/16,🤑 KEEP MORE MONEY IN YOUR POCKET! 🤑,https://spokane.craigslist.org/apa/d/spokane-keep-more-money-in-your-pocket/7576226709.html,"$1,677",3br,1250,"7024 North Colton Street, Spokane, WA",2,"['air conditioning', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'no parking', 'rent period: monthly', 'wheelchair accessible']"
